text	perspective_Gold	content_Gold	position_Gold	perspective_ChatGPT	content_ChatGPT	position_ChatGPT	content_LlamaChinese	position_LlamaChinese	perspective_LlamaChinese	content_Llama3	position_Llama3	perspective_Llama3
那知府只望追来赃物作谢仪的，那管冤枉不冤枉。登时大怒，叫夹起来。众役－齐动手，乒乒乓乓，敲了无数。那知府将他剥落一回，见他初次不招，只得作个松局，叫道：“发监再审。”就着人报任知府，任知府又亲来叮嘱一番，才别了上任去。正是：p_s张公吃酒李公醉，喜鹊乌鸦共树飞。漫道死生浑梦幻，他年重望帝城晖。p_e	narrator	commentary	beginning	narrator	commentary	middle	commentary	beginning	narrator	commentary	end	narrator
卷二　二回 真人不犯邪淫戒　出狱重生故旧灾 诗曰：p_s从来时色本难逢，况是梁间君子翁。盗跖尚能容扼项，叔孙何苦又弯弓。平生仗剑轻樽酒，此日膏车泣路穷。信步狂歌燕市里，保佣屠狗将无同。p_e你说梅岭上打劫的却是甚人？原来就是风髯子那班兄弟，因见了时大来，即引人回转。及至到营，只见门首有顶轿子，问道：“这是何处拾来的？”	narrator	commentary	middle	character	scene	middle	plot	end	narrator	commentary	middle	narrator
时大来举眼一看，那些人已不知走去了几里，他慢慢结束停当，缓步前行，身边有了盘费，胆自大了。只拣僻迳行去。心下时时提念，风髯子真正义侠，感叹不尽。这正是：p_s人家亲弟兄，争竞到钱口。如何陌路人，死生相断续。管鲍徒分金，此吾不足读。恩怨要分明，英雄岂虚哭。p_e却说南雄府晓得：老任去的辎重丰厚，追得赃来，一定是我囊中之物。况已跟究一个女儿，送还了他。	narrator	commentary	middle	character	commentary	middle	plot	middle	character	commentary	middle	narrator
时大来只认他是真话，不作理会，一心要赶进城，对吕游之道：“我匆匆来口细聚，明日来奉望罢。”吕游之道：“我也要同进城，一齐到路口分别。”这正是：p_s遭笑还疑哭，杀人不用月。世风非古昔，步步费推敲。p_e时大来取路回家，敲门见了妻子。万氏道：“我说你去多则二年，少也一年，为何转身恁快？”时大来道：“一言难尽，且关了门。”着将从前事细说一番。万氏掉泪道：“这等你是死里回生的了。	narrator	commentary	middle	character	commentary	middle	commentary	beginning	character	commentary	middle	narrator
时大来千万不该遇了吕游之，只道那边事这里不晓得，略瞒了他。谁想，关文到了月余，他专在衙门串事，有个不晓得的？说了些敲打话，大来全然不懂。这样书呆子，怎么不合着那班人来捉弄他些儿去。这正是：p_s离来山下网，又入鬼门关。大道多艰阻，谁能透九还。p_e这是强盗劫狱事情，难道买放得的？次日早堂，带了时大来到府，销了限批。原来这知府，与南雄的也象一个爷娘养的，一般正在垂涎，看见拿到，即唤做头一起问道：“既打劫，又劫狱，人也中常，却有恁大手段。”	narrator	commentary	middle	narrator	plot	middle	commentary	beginning	narrator	commentary	middle	narrator
知府道：“且寄监。”又吩咐禁子道：“你晓得是劫过狱的盗犯么？”禁子道；“理会得。”将他放重监里，运牀匣将起来。这恰是：p_s新官与旧官，方信做人难。国法深如海，人情险似山。p_e那吕游之还放他不过，买了些酒肉，假进监望他。“此时相公这样苦，受不过，小弟买得瓶酒，时来望你。”时大来道：“生受你了。”	narrator	commentary	middle	character	commentary	middle	plot	beginning	character	commentary	middle	narrator
着万氏果然点了炷香，手打问讯道：“天地祖宗见怜，这样清明官府，保佑千子万孙，代代公侯。”祝完，又磕了几个头。正是：p_s一片香烧祝寿眉，九宵无语簇口口。凭谁伸出通天手，网得人间乞命系。p_e万氏道：“我前日往按院告状，还把我打骂出来，今日为甚么忽然有此恩典？”时大来道：“去告状不要钱用么？”	narrator	commentary	middle	character	character portraiture	middle	plot	beginning	character	commentary	middle	narrator
我辈从何处站脚，你懂得么？再莫说书呆的话罢。”时大来才如醉力醒，起来拜谢了。这恰是：p_s一日被蛇螫，三年怕蟮鱼。与君半夕语，胜读十年书。p_e风髯子道：“我晓得，你还未晚膳，我去就来。”身出门，不一时，只见送了两担东西，却是两只蹄子，两只大鸡，一尾大鱼，一方羊肉，又是一坛酒，并那些柴米小菜。	narrator	commentary	middle	character	commentary	middle	plot	beginning	character	commentary	middle	narrator
走到山东地方，此时盘费一厘也无。又是隆冬近年时节。身上只得一领道袍，日间准衣服，夜里就将准被。有诗为证：p_s人看是件衣，我看是牀被。夜里盖着衣，日间穿着被。人只当一件，我算双宝贝。传语世间人，出门最省事。p_e时大来在无可奈何之际，那里又有个吕蒙正破窑不成？只得托大意上了饭店，说道：“年节近了，我借这里住几日，过了新年再去。”	narrator	commentary	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	character
主人道：“客人的行李，像的都在身上。”袁公道：“既没行李，即同过舍罢。”时大来谦逊一回，只得相随同去。正是：p_s生意怜衰革，闲情错落花。路旁相借问，若个孟尝家。p_e时大来到了袁公家，方知是个名宦。袁公命酒饭相待，问道：“既然流寓，文字上还不荒疏么？”	narrator	commentary	middle	character	commentary	middle	commentary	beginning	narrator	commentary	middle	narrator
两下揭了，又各出疏奏闻。不几日，旨下道：任某婪黩无厌，赃证昭确，该部严核具奏。袁某自有本末，不必琐陈，本内有名。袁时着该地方官别缉，审结该部知道。这正足：p_s害人还自害，饶人争自饶。宦情如纸薄，王法似霜高。p_e那任提学扫了一场大兴，又奉了许多银子，进部打点，才讨个罢职为民，收拾回家去了。那时大来自从小姐放出之后，急忙走到个破庙里藏身。	narrator	commentary	middle	narrator	commentary	middle	plot	middle	character	commentary	middle	narrator
所以竟自闲住在家，武职中有这样人，也就是清高才品了。时大来住在他家，气谊相投，彼此相敬，甚是说得着。这正是：p_s惺惺惜惺惺，好汉识好汉。对面起风波，寸心存冰炭。p_e那一日，时大来正出城来，听得主人家眷在里面啼哭，高进之眼也揉的红红的。时大来道：“高兄今日甚事，这等不快活。”	narrator	commentary	middle	character	character portraiture	middle	commentary	beginning	narrator	commentary	middle	narrator
万氏道：“此人若不能救，亦复何颜？高厚之间，纵使不获，我同你角巾归里，淡泊终身，也情愿的。那时，失馆的样子，不要过了不成。”高进之闻得，也极力赞成。正是：p_s雀鼠争粟粒，英雄共死生。至今青岛上，杯酒吊田横。p_e时大来修了回文，送到堂上其中略道：访得天津一案，委系山东杜小二，与此地黄侠风马牛不相及也。指鹿为马，国是何存？杀人媚人，卑官可去。伏乞严着番捕，另缉正犯。无辜黄侠。应该保候云云.	narrator	commentary	middle	narrator	commentary	middle	commentary	beginning	narrator	commentary	middle	narrator
从此，风髯子就在衙内住了。他原是坐不住的人，只为有了高进之，意气相投，日遂比试些刀枪弓箭，却也忘过日子了。这正是：p_s萍水知交话更深，十年前是受恩人。人生自有相投处，结义同胞总不分。p_e却说时大来一味做官廉明，声誉赫赫，遍满长安。满朝公议，都要推他吏部。那吏部衙门，也不是轻易进去的，也要费些手脚，方能到手。这时大来一毫不照，只是听天由命，却又难逃的是公论。	narrator	commentary	middle	character	commentary	middle	plot	beginning	narrator	commentary	middle	narrator
时大来扶起道：“还要尊重些。学生做媒，这位令婿，却也不辱没你。若说妆资，这到着形迹了。不但令婿不受，连学生也不便开口。”任副使道：“一听台示。”这正是：p_s笑骂由他笑骂，好官任我为之。不是老韩同传，路平怎见高低。p_e时大来即治酒，去请了风髯子来，饮酒中间，时大来道：“一件事，要与恩兄作贺。”风髯子道：“何事可贺？”	narrator	commentary	middle	character	commentary	middle	plot	beginning	character	commentary	middle	narrator
原来，任副使先前相与的，都是那鼠窃狗偷：交谈的，都是逢迎钻刺。及至遇了恁廉明的上台，又遇着恁豪侠的女婿，才晓得世上也有这样一种正人君子。从此以后，一般也爱民如子，视财如土了。恰是：p_s蓬生于麻中，不扶而自直。久追忘其香，如入芝兰室。p_e时巡抚因替他翁婿调停，这疏内既辨白了任副使，又越彰了黄总兵之功，朝廷即日赐了蟒玉，加少保衔。时巡抚用人有功，也升了兵部尚书，加太子少保，赐尚方剑，总督三边。	narrator	commentary	beginning	character	character portraiture	middle	plot	end	narrator	commentary	middle	narrator
第一回　普静师幻活西门　庞大姐还魂托梦 诗曰p_s恐是仙家好别离，故教迢遰作佳期。由来碧落银河畔，可要金风玉露时。清漏暂移相望久，微云未接过水迟。岂能无意酬乌鹊，惟与蜘蛛乞巧丝。p_e这首诗原是唐朝李商隐先生所作，言牛郎织女之苦，虽一年一会，尚有见期。《金瓶梅》是一部奇书，因何只写半身半人图，岂不可惜？	narrator	commentary	middle	narrator	plot	middle	plot	beginning	narrator	commentary	beginning	narrator
朝中将除了蔡京、童贯与高俅，又出了秦桧，专权舞弊，私通化外，弄得天下荒荒，金兵累犯边境。清河县亦遭涂炭之灾，故引出千言万语。掀帘看花，梦解三世报，返本还元，演一部三续的故事。正是：p_s红楼五续甚清新，只为时人赞妙文。余今亦效学三续，无非傀儡假中真。p_e话说吴月娘在永福寺，遵了雪涧禅师的指引，与吴二舅、玳安、小玉四个人无精打采，回归了清河县的旧路。	narrator	commentary	middle	narrator	commentary	middle	commentary	middle	narrator	commentary	beginning	narrator
有众亲友齐来道喜，官人一一款待。李桂姐、吴银儿、李铭、吴惠，自备软包孝敬喜曲。直饮到日落归宫，尽醉方休，有诗为证：p_s白马红缨彩色新，不是亲者强来亲。试看西门前身事，可作当时劝世文。p_e过了几日，西门庆惦着葛翠屏之事，与月娘商议定于十月初二日迎娶，并请亲友吃双喜酒。商议定了，叫薛嫂通了信，问要什么礼物。	narrator	commentary	middle	character	commentary	middle	commentary	beginning	narrator	commentary	middle	narrator
末后是珍珠儿打了个过梁直柳，把月娘吓的说：“丫头，别打了，不是玩的。”珍珠才慢慢与楚云、小玉秋桂拿对打来。有诗为证：p_s红粉面对红粉面，玉酥肩靠玉酥肩。下来闲处从容立，疑是蟾宫谪降仙。p_e又放了一回花炮。丫环们端上元宵来，每人吃了一碗。满园中笑语喧哗，灯月交辉，十分有趣。	narrator	character portraiture	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	narrator
于是春娘见叠了个方胜儿就知道是封情书。拆开一看，见花笺上印着蝴蝶，闹梅上写四句言词。念道：p_s倦倚牙床悉懒动，闲垂纱帐鬓环低。玉郎一去无消息，每日相思十二时。p_e下面赘着：“贱妾冯金宝敛衽拜。”春娘看了，说：“白日里闹鬼，那里又窜出个姓冯的来了。这倒得问你个底儿吊。”	character	scene	middle	character	character portraiture	middle	commentary	middle	character	commentary	middle	character
